date,year,month,month_number,year_number,total_arr,total_customers,total_new_customers,total_churned_customers,monthly_revenue,total_cogs,total_compensation,total_marketing_expenses,total_sales_expenses,total_r_and_d_expenses,total_g_and_a_expenses,one_time_expenses,total_operating_expenses,total_headcount,gross_profit,gross_margin,ebitda,ebitda_margin,cash_flow,capital,burn_rate,runway_months,sales_marketing_expense,cac,arpu,monthly_margin_per_customer,customer_lifetime_months,ltv,ltv_cac_ratio,cumulative_cash_flow,profitable_month
2029-02-09,2029,2,51,5,62773993.252729565,709,4,2,5231166.10439413,889298.2377470022,916295.7728925002,714054.1732497988,617277.6003185074,575428.2714833544,174164.12,0.0,2997219.937944161,54.0852,4341867.866647128,0.83,1344647.9287029672,0.2570455424027686,1344647.9287029672,9373123.778725088,0.0,120.0,1331331.7735683061,499711.18953093264,88538.77750737597,6123.932110926838,131.43835616438358,442693.88753687986,0.8858994891677859,4178421.1120584183,True
2029-03-11,2029,3,52,5,63210669.10040088,716,11,4,5267555.75836674,895484.4789223458,916295.7728925002,719021.36101706,621571.5794872753,579431.1334203414,174164.12,0.0,3010483.966817177,54.0852,4372071.279444395,0.8300000000000001,1361587.3126272177,0.2584856003592436,1361587.3126272177,10734711.091352306,0.0,120.0,1340592.9405043353,222524.71531082725,88283.05740279453,6106.244803693288,131.43835616438358,441415.28701397264,1.9836685843969935,5540008.424685637,True
2029-04-10,2029,4,53,5,63695621.751907855,726,16,6,5307968.479325655,902354.6414853614,916295.7728925002,724537.697427952,626340.2805604272,583876.532725822,174164.12,0.0,3025214.4036067016,54.0852,4405613.8378402935,0.83,1380399.434233592,0.26006172410597345,1380399.434233592,12115110.525585897,0.0,120.0,1350877.977988379,129767.82877616196,87735.0161872009,6068.338619614729,131.43835616438358,438675.0809360045,3.3804609745970264,6920407.858919228,True
2029-05-10,2029,5,54,5,64396405.565661296,741,23,8,5366367.130471774,912282.4121802018,916295.7728925002,732509.1133093974,633231.3213956695,590300.3843518952,174164.12,0.0,3046500.7119494625,54.0852,4454084.718291572,0.83,1407584.0063421098,0.2622973740185317,1407584.0063421098,13522694.531928007,0.0,120.0,1365740.434705067,81144.22706395562,86904.7308578425,6010.910551000772,131.43835616438358,434523.6542892125,5.354954628463378,8327991.865261339,True
2029-06-09,2029,6,55,5,65567667.91875667,760,24,5,5463972.326563056,928875.2955157196,916295.7728925002,745832.2225758572,644748.7345344407,601036.9559219361,174164.12,0.0,3082077.805924734,54.0852,4535097.031047336,0.83,1453019.2251226017,0.26592726651611337,1453019.2251226017,14975713.757050607,0.0,120.0,1390580.9571102979,65193.64079053562,86273.24726152193,5967.2329355885995,131.43835616438358,431366.23630760965,6.616691920820482,9781011.09038394,True
2029-07-09,2029,7,56,5,66755022.539797276,780,25,5,5562918.544983107,945696.1526471281,916295.7728925002,759338.3813901941,656424.3883080066,611921.0399481417,174164.12,0.0,3118143.702538843,54.0852,4617222.392335978,0.83,1499078.6897971355,0.26947701600791424,1499078.6897971355,16474792.446847742,0.0,120.0,1415762.7696982007,57945.613354355075,85583.36223050933,5919.515887610229,131.43835616438358,427916.81115254667,7.384800787864735,11280089.780181075,True
2029-08-08,2029,8,57,5,68698069.45738557,810,37,7,5724839.121448797,973222.6506462956,916295.7728925002,781440.5400777608,675531.0163309581,629732.3033593677,174164.12,0.0,3177163.7526605874,54.0852,4751616.470802502,0.8300000000000001,1574452.7181419143,0.27502130361061816,1574452.7181419143,18049245.164989658,0.0,120.0,1456971.556408719,49573.433525781606,84812.43142887107,5866.193173830249,131.43835616438358,424062.15714435535,8.554222029503237,12854542.49832299,True
2029-09-07,2029,9,58,5,71224240.78993234,851,51,10,5935353.399161029,1009010.0778573749,916295.7728925002,810175.7389854805,700371.7011010014,652888.8739077132,174164.12,0.0,3253896.206886695,54.0852,4926343.3213036535,0.83,1672447.1144169583,0.2817771751642221,1672447.1144169583,19721692.279406615,0.0,120.0,1510547.4400864819,38790.10412560533,83694.76003517314,5788.8875690994755,131.43835616438358,418473.8001758657,10.0,14526989.612739949,True
2029-10-07,2029,10,59,5,74490012.15108159,901,62,12,6207501.012590133,1055275.1721403226,916295.7728925002,847323.8882185533,732485.1194856357,682825.1113849146,174164.12,0.0,3353094.011981604,54.0852,5152225.84044981,0.83,1799131.8284682059,0.2898319025352044,1799131.8284682059,21520824.107874822,0.0,120.0,1579809.007704189,30315.520027995928,82674.81925758223,5718.341665316104,131.43835616438358,413374.0962879112,10.0,16326121.441208154,True
2029-11-06,2029,11,60,5,77420674.79540925,947,58,12,6451722.899617437,1096792.8929349645,916295.7728925002,880660.1757977803,761303.3021548577,709689.518957918,174164.12,0.0,3442112.889803056,54.0852,5354930.006682472,0.8299999999999998,1912817.1168794162,0.29648159827088033,1912817.1168794162,23433641.224754237,0.0,120.0,1641963.477952638,27674.385530662625,81753.61646822518,5654.625139052241,131.43835616438358,408768.08234112593,10.0,18238938.55808757,True
2029-12-06,2029,12,61,6,82213544.6550396,947,1,1,6851128.721253299,1164691.882613061,1062257.8231833754,863242.2188779158,808433.1891078893,753624.159337863,193266.32,0.0,3680823.710507043,60.2472,5686436.838640238,0.83,2005613.128133195,0.29274200058618977,2005613.128133195,25439254.352887433,0.0,120.0,1671675.407985805,40441.71812927795,86814.7250845191,6004.685151679238,131.43835616438358,434073.62542259553,10.0,20244551.686220765,True
2030-01-05,2030,1,62,6,82086498.53173588,948,2,1,6840541.544311323,1162892.062532925,1062257.8231833754,861908.2345832267,807183.9022287361,752459.5698742456,193266.32,0.0,3677075.8498695837,60.2472,5677649.481778398,0.83,2000573.6319088144,0.292458370283931,2000573.6319088144,27439827.98479625,0.0,120.0,1669092.1368119628,81684.11512705583,86589.13347229523,5989.081731833753,120.0,432945.66736147617,5.300243097302938,22245125.31812958,True
